YEAR_,STATE,TOTALACRES
1996.0,Massachusetts,4.4
1996.0,Michigan,848.2000000000002
1996.0,Minnesota,14610.300000000023
1996.0,Mississippi,10782.600000000008
1996.0,Missouri,8818.700000000004
1996.0,Montana,129903.99999999988
1996.0,Nebraska,3460.1999999999994
1996.0,Nevada,694904.2999999936
1996.0,New Hampshire,1.1
1996.0,New Jersey,22.3
1996.0,New Mexico,155651.3000000009
1996.0,New York,286.29999999999995
1996.0,North Carolina,1788.1999999999996
1996.0,North Dakota,4482.100000000009
1996.0,Ohio,70.3
1996.0,Oklahoma,53240.19999999995
1996.0,Oregon,609573.6499999958
1996.0,Pennsylvania,18.7
1996.0,Puerto Rico,502.0
1996.0,South Carolina,1604.299999999999
1996.0,South Dakota,18698.800000000123
1996.0,Tennessee,463.2000000000002
1996.0,Texas,59069.19999999994
1996.0,Utah,507736.39999999857
1996.0,Virginia,488.1000000000002
1996.0,Washington,145087.30000000016
1996.0,West Virginia,55.20000000000001
1996.0,Wisconsin,412.9999999999999
1996.0,Wyoming,258373.10000000044
1997.0,Alabama,1495.8
1997.0,Alaska,2663115.2000000025
1997.0,Arizona,28927.500000000102
1997.0,Arkansas,3518.599999999999
1997.0,California,361792.8000000026
1997.0,Colorado,7680.200000000055
1997.0,Delaware,24.6
1997.0,District of Columbia,0.30000000000000004
1997.0,Florida,46184.59999999996
1997.0,Georgia,541.4000000000001
1997.0,Hawaii,52.300000000000004
1997.0,Idaho,50865.09999999995
1997.0,Illinois,13.7
1997.0,Indiana,978.7000000000004
1997.0,Iowa,113.6
1997.0,Kansas,410.40000000000003
1997.0,Kentucky,703.8
1997.0,Louisiana,11998.299999999997
1997.0,Maine,10.499999999999995
1997.0,Maryland,179.09999999999994
1997.0,Massachusetts,7.999999999999998
1997.0,Michigan,501.0000000000004
1997.0,Minnesota,4587.999999999996
1997.0,Mississippi,3906.899999999999
1997.0,Missouri,5419.700000000001
1997.0,Montana,12545.599999999997
1997.0,Nebraska,1326.1
1997.0,Nevada,49198.09999999985
1997.0,New Hampshire,0.30000000000000004
1997.0,New Jersey,2.3
1997.0,New Mexico,60492.89999999948
1997.0,New York,173.39999999999992
1997.0,North Carolina,1596.9
1997.0,North Dakota,7743.300000000009
1997.0,Ohio,41.50000000000001
1997.0,Oklahoma,15122.600000000008
1997.0,Oregon,58049.59999999961
1997.0,Pennsylvania,107.69999999999999
1997.0,Puerto Rico,82.8
1997.0,South Carolina,4149.100000000001
1997.0,South Dakota,4695.499999999982
1997.0,Tennessee,1315.7
1997.0,Texas,22928.49999999993
1997.0,Utah,30206.79999999991
1997.0,Vermont,3.0
1997.0,Virginia,1226.0
1997.0,Washington,28584.499999999967
1997.0,West Virginia,183.79999999999993
1997.0,Wisconsin,520.5000000000007
1997.0,Wyoming,26198.49999999999
1998.0,Alabama,4661.100000000003
1998.0,Alaska,81163.70000000006
1998.0,Arizona,118480.29999999989
1998.0,Arkansas,2281.199999999999
1998.0,California,120147.40000000145
1998.0,Colorado,25187.699999999808
1998.0,District of Columbia,6.1999999999999975
1998.0,Florida,118473.40000000017
1998.0,Georgia,6623.500000000005
1998.0,Hawaii,163.0
1998.0,Idaho,195071.09999999986
1998.0,Illinois,165.29999999999998
1998.0,Indiana,633.9000000000005
1998.0,Iowa,100.0
1998.0,Kansas,11357.1
1998.0,Kentucky,2628.199999999999
1998.0,Louisiana,11506.199999999999
1998.0,Maine,36.10000000000001
1998.0,Maryland,555.3000000000002
1998.0,Massachusetts,5.2
1998.0,Michigan,2664.2999999999993
1998.0,Minnesota,12914.900000000009
1998.0,Mississippi,3197.7000000000003
1998.0,Missouri,5465.799999999999
1998.0,Montana,107376.39999999944
1998.0,Nebraska,14867.100000000002
1998.0,Nevada,110337.00000000083
1998.0,New Hampshire,3.7
1998.0,New Jersey,17.500000000000004
1998.0,New Mexico,69698.59999999995
1998.0,New York,183.7
1998.0,North Carolina,1724.6999999999998
1998.0,North Dakota,6280.000000000015
1998.0,Ohio,203.2
1998.0,Oklahoma,17547.000000000007
1998.0,Oregon,144865.39999999956
1998.0,Pennsylvania,86.1
1998.0,Puerto Rico,1.0
1998.0,South Carolina,1230.1999999999987
1998.0,South Dakota,8744.500000000065
1998.0,Tennessee,1527.0000000000002
1998.0,Texas,44023.7
1998.0,Utah,101477.0000000002
1998.0,Vermont,14.0
1998.0,Virginia,3811.2999999999997
1998.0,Washington,121055.1
1998.0,West Virginia,123.5
1998.0,Wisconsin,324.6999999999996
1998.0,Wyoming,33029.499999999985
1999.0,Alabama,1806.399999999999
1999.0,Alaska,1657808.6000000003
1999.0,Arizona,190100.20000000202
1999.0,Arkansas,7817.700000000002
1999.0,California,1166021.4999999674
1999.0,Colorado,45026.199999999764
1999.0,Delaware,559.0
1999.0,District of Columbia,3.1
1999.0,Florida,446982.199999999
1999.0,Georgia,49026.099999999984
1999.0,Hawaii,98.39999999999999
1999.0,Idaho,545675.9999999979
1999.0,Illinois,652.6000000000001
1999.0,Indiana,785.3000000000011
1999.0,Iowa,425.5
1999.0,Kansas,14710.300000000001
1999.0,Kentucky,11577.800000000008
1999.0,Louisiana,13999.0
1999.0,Maine,33.3
1999.0,Maryland,1619.399999999999
1999.0,Massachusetts,10.5
1999.0,Michigan,2708.799999999999
1999.0,Minnesota,22667.500000000015
1999.0,Mississippi,9619.300000000014
1999.0,Missouri,8707.900000000003
1999.0,Montana,97168.1000000003
1999.0,Nebraska,78425.60000000003
1999.0,Nevada,1917097.2000000242
1999.0,New Hampshire,16.200000000000003
1999.0,New Jersey,637.8
1999.0,New Mexico,97859.10000000034
1999.0,New York,347.39999999999986
1999.0,North Carolina,11636.500000000004
1999.0,North Dakota,74969.29999999996
1999.0,Ohio,705.1000000000001
1999.0,Oklahoma,9683.500000000007
1999.0,Oregon,358446.09999999905
1999.0,Pennsylvania,461.8000000000002
1999.0,South Carolina,4269.799999999996
1999.0,South Dakota,30370.69999999991
1999.0,Tennessee,5059.1
1999.0,Texas,59195.19999999995
1999.0,Utah,169645.3000000004
1999.0,Vermont,10.5
1999.0,Virginia,11295.400000000007
1999.0,Washington,27326.77000000004
1999.0,West Virginia,2367.8
1999.0,Wisconsin,863.5000000000011
1999.0,Wyoming,105085.90000000026
2000.0,Alabama,2557.3999999999996
2000.0,Alaska,1103463.6999999997
2000.0,Arizona,121800.20000000336
2000.0,Arkansas,7851.299999999999
2000.0,California,353961.79999999277
2000.0,Colorado,153838.3000000019
2000.0,Connecticut,0.0
2000.0,Delaware,20.0
2000.0,District of Columbia,1.2
2000.0,Florida,119114.19999999995
2000.0,Georgia,12301.700000000015
2000.0,Hawaii,2613.3999999999996
2000.0,Idaho,1906133.4999999986
2000.0,Illinois,2307.2
2000.0,Indiana,908.8000000000004
2000.0,Iowa,90.7
2000.0,Kansas,13017.8
2000.0,Kentucky,14526.400000000005
2000.0,Louisiana,16163.7
2000.0,Maine,55.4
2000.0,Maryland,274.9000000000001
2000.0,Massachusetts,28.000000000000004
2000.0,Michigan,5602.2000000000035
2000.0,Minnesota,34394.100000000035
2000.0,Mississippi,15502.800000000003
2000.0,Missouri,10908.300000000003
2000.0,Montana,999264.4999999865
2000.0,Nebraska,104592.39999999998
2000.0,Nevada,784708.9999999941
2000.0,New Hampshire,0.5
2000.0,New Jersey,100.0
2000.0,New Mexico,306324.5000000021
2000.0,New York,94.80000000000001
2000.0,North Carolina,16683.59999999999
2000.0,North Dakota,1418356.1000000036
2000.0,Ohio,370.40000000000003
2000.0,Oklahoma,45544.49999999998
2000.0,Oregon,427792.19999999827
2000.0,Pennsylvania,56.699999999999996
2000.0,South Carolina,3587.699999999997
2000.0,South Dakota,272868.90000000276
2000.0,Tennessee,9757.800000000007
2000.0,Texas,60891.799999999945
2000.0,Utah,228247.30000000002
2000.0,Vermont,0.0
2000.0,Virginia,24973.299999999992
2000.0,Washington,264801.30000000104
2000.0,West Virginia,306.9000000000001
2000.0,Wisconsin,352.3000000000001
2000.0,Wyoming,403264.79999999894
2001.0,Alabama,2837.799999999999
2001.0,Alaska,227172.50000000015
2001.0,Arizona,89154.09999999999
2001.0,Arkansas,3450.9
2001.0,California,384576.7499999983
2001.0,Colorado,67715.24999999991
2001.0,Delaware,250.5
2001.0,District of Columbia,2.2
2001.0,Florida,179643.29999999993
2001.0,Georgia,13201.200000000006
2001.0,Hawaii,0.6
2001.0,Idaho,224516.30000000002
2001.0,Illinois,514.5000000000001
2001.0,Indiana,1498.6999999999996
2001.0,Iowa,481.1
2001.0,Kansas,12619.600000000002
2001.0,Kentucky,15878.200000000003
2001.0,Louisiana,19405.199999999993
2001.0,Maine,161.59999999999994
2001.0,Maryland,5885.700000000001
2001.0,Massachusetts,47.5
2001.0,Michigan,370.0000000000001
2001.0,Minnesota,24946.49999999997
2001.0,Mississippi,7555.000000000003
2001.0,Missouri,6483.200000000015
2001.0,Montana,243668.90000000186
2001.0,Nebraska,2680.6
2001.0,Nevada,660600.399999991
2001.0,New Hampshire,4.700000000000001
2001.0,New Jersey,5.199999999999998
2001.0,New Mexico,83953.19999999966
2001.0,New York,163.49999999999991
2001.0,North Carolina,16855.299999999996
2001.0,North Dakota,7734.700000000003
2001.0,Ohio,911.5000000000002
2001.0,Oklahoma,17245.799999999996
2001.0,Oregon,484657.90999999235
2001.0,Pennsylvania,89.19999999999996
2001.0,South Carolina,1504.3
2001.0,South Dakota,29318.599999999864
2001.0,Tennessee,7867.0
2001.0,Texas,21642.199999999986
2001.0,Utah,84720.49999999987
2001.0,Virginia,3155.999999999998
2001.0,Washington,219702.30000000077
2001.0,West Virginia,760.5
2001.0,Wisconsin,105.7
2001.0,Wyoming,102237.40000000046
2002.0,Alabama,3933.2
2002.0,Alaska,3298001.000000002
2002.0,Arizona,2643466.0000001322
2002.0,Arkansas,67446.70000000001
2002.0,California,575529.2999999622
2002.0,Colorado,488484.14999998535
2002.0,Connecticut,0.3
2002.0,Delaware,1610.0
2002.0,District of Columbia,1.5
2002.0,Florida,101161.2
2002.0,Georgia,143694.70000000013
2002.0,Hawaii,3906.6
2002.0,Idaho,188632.80000000025
2002.0,Illinois,121.09999999999998
2002.0,Indiana,744.0000000000005
2002.0,Iowa,282.9
2002.0,Kansas,9079.3
2002.0,Kentucky,1991.3999999999992
2002.0,Louisiana,16571.399999999998
2002.0,Maine,14.999999999999996
2002.0,Maryland,749.6
2002.0,Massachusetts,8.9
2002.0,Michigan,187.39999999999992
2002.0,Minnesota,44787.79999999974
2002.0,Mississippi,4598.300000000001
2002.0,Missouri,5085.5999999999985
2002.0,Montana,150807.50000000017
2002.0,Nebraska,9993.200000000008
2002.0,Nevada,235618.10000000228
2002.0,New Hampshire,5.7
2002.0,New Jersey,0.1
2002.0,New Mexico,316543.3200000012
2002.0,New York,193.59999999999994
2002.0,North Carolina,5894.000000000006
2002.0,North Dakota,54867.39999999986
2002.0,Ohio,83.50000000000003
2002.0,Oklahoma,27954.899999999983
2002.0,Oregon,1539435.1300000274
2002.0,Pennsylvania,259.60000000000014
2002.0,Puerto Rico,160.0
2002.0,South Carolina,5589.700000000002
2002.0,South Dakota,93305.29999999926
2002.0,Tennessee,3060.2999999999997
2002.0,Texas,34591.399999999965
2002.0,Utah,493160.7999999957
2002.0,Vermont,3.2
2002.0,Virginia,12475.90000000001
2002.0,Washington,93964.9600000008
2002.0,West Virginia,244.99999999999997
2002.0,Wisconsin,880.5000000000007
2002.0,Wyoming,333945.99999999866
2003.0,Alabama,476.66999999999996
2003.0,Alaska,952342.0099999991
2003.0,Arizona,388501.8999999995
2003.0,Arkansas,16690.269999999997
2003.0,California,1577000.3300000431
2003.0,Colorado,56671.6999999995
2003.0,Florida,69740.24999999996
2003.0,Georgia,450.90000000000003
2003.0,Hawaii,7229.0
2003.0,Idaho,365016.7700000004
2003.0,Illinois,3015.75
2003.0,Indiana,1436.4999999999993
2003.0,Iowa,947.8
2003.0,Kansas,10235.5
2003.0,Kentucky,643.6
2003.0,Louisiana,17465.09999999999
2003.0,Maine,124.7
2003.0,Maryland,908.1
2003.0,Massachusetts,48.9
2003.0,Michigan,2595.1099999999988
2003.0,Minnesota,80949.71000000033
2003.0,Mississippi,3000.2499999999995
2003.0,Missouri,4758.220000000001
2003.0,Montana,928851.8899999878
2003.0,Nebraska,2650.4999999999995
2003.0,Nevada,19107.6499999998
2003.0,New Hampshire,0.1
2003.0,New Jersey,3.5
2003.0,New Mexico,328909.6800000027
2003.0,New York,91.19999999999999
2003.0,North Carolina,2520.299999999999
2003.0,North Dakota,19640.999999999956
2003.0,Ohio,22.8
2003.0,Oklahoma,33217.69999999999
2003.0,Oregon,182573.4300000034
2003.0,Pennsylvania,98.1
2003.0,Puerto Rico,483.3
2003.0,South Carolina,2652.65
2003.0,South Dakota,47523.699999999706
2003.0,Tennessee,2400.2999999999997
2003.0,Texas,27722.64999999998
2003.0,Utah,133613.2000000014
2003.0,Virginia,226.39999999999998
2003.0,Washington,208758.21000000052
2003.0,West Virginia,50.650000000000006
2003.0,Wisconsin,1066.1300000000026
2003.0,Wyoming,113251.90000000106
2004.0,Alabama,1229.749999999999
2004.0,Alaska,10214468.450000001
2004.0,Arizona,243675.2100000078
2004.0,Arkansas,23148.039999999983
2004.0,California,242530.55000000654
2004.0,Colorado,25494.32999999978
2004.0,Delaware,795.0
2004.0,Florida,138034.32000000027
2004.0,Georgia,1162.6099999999992
2004.0,Hawaii,656.1
2004.0,Idaho,17850.53000000007
2004.0,Illinois,471.2100000000001
2004.0,Indiana,775.9000000000003
2004.0,Iowa,1133.3000000000002
2004.0,Kansas,13392.300000000001
2004.0,Kentucky,3572.35
2004.0,Louisiana,15081.600000000002
2004.0,Maine,5.8
2004.0,Maryland,6333.500000000001
2004.0,Massachusetts,35.2
2004.0,Michigan,698.0300000000004
2004.0,Minnesota,34228.40000000009
2004.0,Mississippi,2852.319999999999
2004.0,Missouri,7749.290000000001
2004.0,Montana,33595.409999999974
2004.0,Nebraska,2761.2999999999997
2004.0,Nevada,42869.89999999944
2004.0,New Hampshire,139.1
2004.0,New Jersey,22.900000000000002
2004.0,New Mexico,105418.78000000255
2004.0,New York,65.69999999999996
2004.0,North Carolina,2607.3999999999996
2004.0,North Dakota,16441.690000000028
2004.0,Ohio,21.4
2004.0,Oklahoma,27458.849999999984
2004.0,Oregon,53201.68999999928
2004.0,Pennsylvania,6.199999999999999
2004.0,Puerto Rico,62.1
2004.0,South Carolina,5814.499999999999
2004.0,South Dakota,10028.78999999999
2004.0,Tennessee,845.0500000000001
2004.0,Texas,28184.40000000001
2004.0,Utah,166741.15000000328
2004.0,Vermont,1.0
2004.0,Virginia,597.0000000000002
2004.0,Washington,95002.54000000049
2004.0,West Virginia,6.3
2004.0,Wisconsin,474.2499999999999
2004.0,Wyoming,5185.870000000012
2005.0,Alabama,2536.41
2005.0,Alaska,9118152.749999989
2005.0,Arizona,984367.6899999758
2005.0,Arkansas,78004.29000000001
2005.0,California,775757.6700000012
2005.0,Colorado,53284.4699999993
2005.0,Delaware,160.0
2005.0,District of Columbia,0.2
2005.0,Florida,50728.77000000001
2005.0,Georgia,340.1700000000001
2005.0,Hawaii,12022.4
2005.0,Idaho,686076.5299999992
2005.0,Illinois,467.8500000000001
2005.0,Indiana,1274.0000000000002
2005.0,Iowa,340.2
2005.0,Kansas,16404.6
2005.0,Kentucky,5656.650000000001
2005.0,Louisiana,28175.7
2005.0,Maine,3.1000000000000005
2005.0,Maryland,3379.9
2005.0,Massachusetts,277.7
2005.0,Michigan,683.4200000000002
2005.0,Minnesota,9950.410000000013
2005.0,Mississippi,14625.130000000001
2005.0,Missouri,13674.560000000001
2005.0,Montana,124482.96000000152
2005.0,Nebraska,6320.699999999999
2005.0,Nevada,1249765.0500000003
2005.0,New Hampshire,0.5
2005.0,New Jersey,41.8
2005.0,New Mexico,237239.1200000031
2005.0,New York,52.19999999999999
2005.0,North Carolina,1522.8499999999995
2005.0,North Dakota,16360.400000000023
2005.0,Ohio,498.9
2005.0,Oklahoma,212557.3500000003
2005.0,Oregon,191935.27000000194
2005.0,Pennsylvania,15.299999999999999
2005.0,Puerto Rico,2425.499999999999
2005.0,South Carolina,1410.9699999999998
2005.0,South Dakota,20549.150000000227
2005.0,Tennessee,6527.400000000002
2005.0,Texas,85522.24999999997
2005.0,Utah,414356.15999999247
2005.0,Vermont,1.0
2005.0,Virginia,749.25
2005.0,Washington,97910.58000000073
2005.0,West Virginia,55.7
2005.0,Wisconsin,1617.3999999999999
2005.0,Wyoming,44570.6
2006.0,Alabama,8777.019999999999
2006.0,Alaska,178707.70000000024
2006.0,Arizona,308152.42000000225
2006.0,Arkansas,32911.009999999966
2006.0,California,1380335.8199999852
2006.0,Colorado,312689.5499999984
2006.0,District of Columbia,10.5
2006.0,Florida,93093.95999999998
2006.0,Georgia,1615.1599999999996
2006.0,Hawaii,105.1
2006.0,Idaho,947591.3999999942
2006.0,Illinois,245.9499999999999
2006.0,Indiana,1309.7500000000002
2006.0,Iowa,924.3000000000001
2006.0,Kansas,23687.5
2006.0,Kentucky,90604.42000000003
2006.0,Louisiana,6664.6
2006.0,Maine,786.5
2006.0,Maryland,4216.300000000002
2006.0,Massachusetts,11.5
2006.0,Michigan,6361.180000000003
2006.0,Minnesota,63854.05000000006
2006.0,Mississippi,13451.040000000006
2006.0,Missouri,10186.979999999998
2006.0,Montana,1079168.30999998
2006.0,Nebraska,39329.469999999994
2006.0,Nevada,1365021.8300000238
2006.0,New Hampshire,0.01
2006.0,New Jersey,50.800000000000004
2006.0,New Mexico,368640.4400000019
2006.0,New York,30267.600000000002
2006.0,North Carolina,2045.3499999999988
2006.0,North Dakota,24809.39999999993
2006.0,Ohio,501.2
2006.0,Oklahoma,241590.40000000037
2006.0,Oregon,518179.3299999971
2006.0,Pennsylvania,89073.41
2006.0,Puerto Rico,513.0
2006.0,South Carolina,3660.8100000000004
2006.0,South Dakota,104447.55000000057
2006.0,Tennessee,5096.400000000001
2006.0,Texas,539011.4999999991
2006.0,Utah,893267.9399999875
2006.0,Vermont,5.95
2006.0,Virginia,13303.560000000003
2006.0,Washington,277613.0300000001
2006.0,West Virginia,108.09999999999997
2006.0,Wisconsin,2049.549999999994
2006.0,Wyoming,264881.1100000007
2007.0,Alabama,7699.55
2007.0,Alaska,822358.9999999993
2007.0,Arizona,210008.63000000102
2007.0,Arkansas,26030.469999999994
2007.0,California,1242615.7100000768
2007.0,Colorado,101035.60000000014
2007.0,Connecticut,0.1
2007.0,Delaware,0.2
2007.0,District of Columbia,0.2
2007.0,Florida,388190.3499999999
2007.0,Georgia,578533.5699999995
2007.0,Hawaii,40.300000000000004
2007.0,Idaho,2543929.640000022
2007.0,Illinois,199.56999999999996
2007.0,Indiana,727.7100000000003
2007.0,Iowa,322.79999999999995
2007.0,Kansas,4527.3099999999995
2007.0,Kentucky,18727.920000000006
2007.0,Louisiana,766.3000000000001
2007.0,Maine,11.5
2007.0,Maryland,5528.200000000002
2007.0,Massachusetts,195.2
2007.0,Michigan,2006.0100000000002
2007.0,Minnesota,108460.85000000065
2007.0,Mississippi,27002.50999999999
2007.0,Missouri,10150.050000000001
2007.0,Montana,712607.7999999914
2007.0,Nebraska,6141.049999999999
2007.0,Nevada,1061792.1999999948
2007.0,New Hampshire,1.05
2007.0,New Jersey,17067.899999999998
2007.0,New Mexico,198962.3799999997
2007.0,New York,70.99999999999999
2007.0,North Carolina,21509.550000000014
2007.0,North Dakota,17581.770000000037
2007.0,Ohio,120.0
2007.0,Oklahoma,45060.499999999985
2007.0,Oregon,549378.5299999889
2007.0,Pennsylvania,61.68000000000001
2007.0,Puerto Rico,1650.5
2007.0,South Carolina,6428.88
2007.0,South Dakota,35337.659999999705
2007.0,Tennessee,19795.46
2007.0,Texas,22039.000000000007
2007.0,Utah,1050933.7899999921
2007.0,Vermont,10.15
2007.0,Virginia,6669.490000000003
2007.0,Washington,255157.50000000114
2007.0,West Virginia,24.440000000000005
2007.0,Wisconsin,3264.6999999999957
2007.0,Wyoming,102709.60000000011
2008.0,Alabama,3025.39
2008.0,Alaska,195488.80000000028
2008.0,Arizona,121684.0200000046
2008.0,Arkansas,6740.430000000002
2008.0,California,1443088.2300000307
2008.0,Colorado,217415.67999999985
2008.0,District of Columbia,0.1
2008.0,Florida,193063.74999999997
2008.0,Georgia,7363.37
2008.0,Hawaii,565324.7
2008.0,Idaho,186957.18000000124
2008.0,Illinois,90.39999999999996
2008.0,Indiana,635.8000000000001
2008.0,Iowa,259.5
2008.0,Kansas,11227.9
2008.0,Kentucky,61069.65
2008.0,Louisiana,8928.900000000001
2008.0,Maine,0.4
2008.0,Maryland,1991.7
2008.0,Massachusetts,49.7
2008.0,Michigan,282.85000000000025
2008.0,Minnesota,33025.72
2008.0,Mississippi,27381.149999999983
2008.0,Missouri,4224.860000000001
2008.0,Montana,165489.8299999997
2008.0,Nebraska,1669.1399999999996
2008.0,Nevada,140268.83000000106
2008.0,New Hampshire,54.0
2008.0,New Jersey,5.199999999999999
2008.0,New Mexico,347000.53000000044
2008.0,New York,288.6999999999999
2008.0,North Carolina,62858.199999999946
2008.0,North Dakota,18266.85000000004
2008.0,Ohio,141.0
2008.0,Oklahoma,109174.37999999996
2008.0,Oregon,255433.5200000058
2008.0,Pennsylvania,122.13999999999999
2008.0,Puerto Rico,618.1
2008.0,South Carolina,7503.58
2008.0,South Dakota,3452.7199999999716
2008.0,Tennessee,9678.850000000004
2008.0,Texas,138074.50000000023
2008.0,Utah,66818.00999999978
2008.0,Vermont,13.1
2008.0,Virginia,53852.34999999999
2008.0,Washington,98317.44000000022
2008.0,West Virginia,251.99999999999991
2008.0,Wisconsin,910.4000000000003
2008.0,Wyoming,98488.51000000055
2009.0,Alabama,2620.0800000000004
2009.0,Alaska,5029813.210000002
2009.0,Arizona,268139.63000000315
2009.0,Arkansas,12483.94
2009.0,California,667723.7499999813
2009.0,Colorado,48391.05999999949
2009.0,District of Columbia,0.5
2009.0,Florida,305154.68999999994
2009.0,Georgia,566.9800000000001
2009.0,Hawaii,156.1
2009.0,Idaho,23686.71000000002
2009.0,Illinois,526.3800000000001
2009.0,Indiana,1012.6500000000002
2009.0,Iowa,563.6
2009.0,Kansas,12465.2
2009.0,Kentucky,121881.31
2009.0,Louisiana,20424.5
2009.0,Maine,0.2
2009.0,Maryland,3163.1999999999994
2009.0,Massachusetts,5263.799999999999
2009.0,Michigan,995.18
2009.0,Minnesota,73103.18000000002
2009.0,Mississippi,52037.749999999985
2009.0,Missouri,119869.48000000001
2009.0,Montana,61145.47999999922
2009.0,Nebraska,5197.5
2009.0,Nevada,20519.079999999558
2009.0,New Hampshire,5.6
2009.0,New Jersey,51.1
2009.0,New Mexico,347389.5300000011
2009.0,New York,143.79999999999998
2009.0,North Carolina,12493.950000000008
2009.0,North Dakota,5097.610000000004
2009.0,Ohio,581.0
2009.0,Oklahoma,115580.7500000001
2009.0,Oregon,102252.75000000217
2009.0,Pennsylvania,194.65
2009.0,Puerto Rico,69.0
2009.0,South Carolina,3430.769999999999
2009.0,South Dakota,5594.259999999977
2009.0,Tennessee,12859.95
2009.0,Texas,78025.7100000001
2009.0,Utah,203992.9400000015
2009.0,Vermont,0.5
2009.0,Virginia,5282.740000000001
2009.0,Washington,142281.61000000086
2009.0,West Virginia,238.8
2009.0,Wisconsin,2792.1999999999944
2009.0,Wyoming,22702.61000000003
2010.0,Alabama,2978.8999999999996
2010.0,Alaska,1995705.00000001
2010.0,Arizona,108367.85000000203
2010.0,Arkansas,8891.37
2010.0,California,107918.7699999999
2010.0,Colorado,91827.0499999996
2010.0,District of Columbia,0.1
2010.0,Florida,86335.75000000004
2010.0,Georgia,850.8999999999999
2010.0,Hawaii,4634.0
2010.0,Idaho,961006.1599999996
2010.0,Illinois,764.87
2010.0,Indiana,2456.449999999998
2010.0,Iowa,440.1
2010.0,Kansas,13023.810000000001
2010.0,Kentucky,61674.75000000001
2010.0,Louisiana,20053.299999999992
2010.0,Maine,9.799999999999999
2010.0,Maryland,2496.7999999999997
2010.0,Massachusetts,112.60000000000001
2010.0,Michigan,9260.810000000009
2010.0,Minnesota,74556.03000000001
2010.0,Mississippi,32704.319999999985
2010.0,Missouri,22647.399999999998
2010.0,Montana,74249.65999999963
2010.0,Nebraska,3729.2
2010.0,Nevada,24786.850000000002
2010.0,New Hampshire,0.6
2010.0,New Jersey,328.0
2010.0,New Mexico,124452.77000000066
2010.0,New York,1037.2000000000007
2010.0,North Carolina,4112.45
2010.0,North Dakota,15778.899999999994
2010.0,Ohio,435.0
2010.0,Oklahoma,72733.15000000001
2010.0,Oregon,110825.96000000091
2010.0,Pennsylvania,583.0
2010.0,Puerto Rico,406.0
2010.0,South Carolina,10129.67
2010.0,South Dakota,14398.839999999984
2010.0,Tennessee,2731.0299999999993
2010.0,Texas,38866.74999999996
2010.0,Utah,180717.05000000063
2010.0,Vermont,0.35
2010.0,Virginia,19615.489999999987
2010.0,Washington,82627.42999999996
2010.0,West Virginia,458.55000000000007
2010.0,Wisconsin,1459.3499999999985
2010.0,Wyoming,71659.82999999984
2011.0,Alabama,5171.610000000001
2011.0,Alaska,271950.8499999994
2011.0,Arizona,1274470.859999984
2011.0,Arkansas,300618.3999999999
2011.0,California,167827.52000000046
2011.0,Colorado,733659.4699999987
2011.0,Connecticut,79.0
2011.0,District of Columbia,0.2
2011.0,Florida,338382.9899999997
2011.0,Georgia,365263.6499999999
2011.0,Hawaii,202366.2
2011.0,Idaho,402974.2500000005
2011.0,Illinois,52.9
2011.0,Indiana,1108.4
2011.0,Iowa,1583.8000000000002
2011.0,Kansas,46838.80999999999
2011.0,Kentucky,105231.73000000001
2011.0,Louisiana,26423.66999999998
2011.0,Maine,1.9000000000000004
2011.0,Maryland,6397.200000000001
2011.0,Massachusetts,208.40000000000003
2011.0,Michigan,122.50999999999989
2011.0,Minnesota,158395.46000000107
2011.0,Mississippi,10162.890000000001
2011.0,Missouri,24399.92
2011.0,Montana,172139.78999999986
2011.0,Nebraska,18800.850000000002
2011.0,Nevada,434605.41999999684
2011.0,New Hampshire,2.2
2011.0,New Jersey,115.99999999999999
2011.0,New Mexico,1083466.9699999955
2011.0,New York,70.1
2011.0,North Carolina,46651.17999999993
2011.0,North Dakota,1391148.4800000002
2011.0,Ohio,88.14999999999998
2011.0,Oklahoma,217950.7999999998
2011.0,Oregon,600113.3199999931
2011.0,Pennsylvania,265.35
2011.0,Puerto Rico,1190.3
2011.0,Rhode Island,0.1
2011.0,South Carolina,5270.989999999999
2011.0,South Dakota,39304.91999999989
2011.0,Tennessee,3994.9499999999985
2011.0,Texas,718504.7299999997
2011.0,Utah,155031.79999999964
2011.0,Virginia,397946.17999999993
2011.0,Washington,33993.0299999996
2011.0,West Virginia,16.86
2011.0,Wisconsin,1096.25
2011.0,Wyoming,155768.22000000032
2012.0,Alabama,3492.97
2012.0,Alaska,428456.4000000001
2012.0,Arizona,275139.4500000037
2012.0,Arkansas,12702.530000000008
2012.0,California,754261.7399999991
2012.0,Colorado,668654.7399999974
2012.0,District of Columbia,4.4
2012.0,Florida,160155.3100000001
2012.0,Georgia,1403.3999999999994
2012.0,Hawaii,489535.39999999997
2012.0,Idaho,1969246.2800000017
2012.0,Illinois,92.44999999999997
2012.0,Indiana,1954.6499999999994
2012.0,Iowa,545.6000000000001
2012.0,Kansas,6255.229999999999
2012.0,Kentucky,4361.679999999999
2012.0,Louisiana,5568.160000000001
2012.0,Maine,4.9
2012.0,Maryland,754.6
2012.0,Massachusetts,50.1
2012.0,Michigan,4872.480000000005
2012.0,Minnesota,11296.55000000001
2012.0,Mississippi,162517.0
2012.0,Missouri,32453.62999999999
2012.0,Montana,1312494.5600000017
2012.0,Nebraska,423146.72000000003
2012.0,Nevada,1079230.6799999957
