Year,State,State Code,Agency,Fires - Human/Rx,Acres - Human/Rx,Fires - Lightning/Wildland,Acres - Lightning/Wildland
2017,Mississippi,MS,FWS,17,3786,3,433
2017,Mississippi,MS,NPS,0,0,0,0
2017,Mississippi,MS,OTHR,0,0,2636,35678
2017,Mississippi,MS,ST,2440,166016,98,1295
2017,Mississippi,MS,USFS,41,41364,38,3189
2017,Montana,MT,BIA,2,210,415,76608
2017,Montana,MT,BLM,16,5398,103,387479
2017,Montana,MT,C&L,1,1,1163,193051
2017,Montana,MT,FWS,6,4865,8,77
2017,Montana,MT,NPS,4,273,24,22294
2017,Montana,MT,OTHR,0,0,0,0
2017,Montana,MT,ST,103,5048,282,6927
2017,Montana,MT,USFS,233,8385,427,680062
2017,North Carolina,NC,BIA,0,0,13,10
2017,North Carolina,NC,DOD,509,61632,370,17169
2017,North Carolina,NC,FWS,10,11005,1,14
2017,North Carolina,NC,NPS,0,0,0,0
2017,North Carolina,NC,OTHR,517,35479,0,0
2017,North Carolina,NC,ST,334,43858,4705,15174
2017,North Carolina,NC,USFS,57,28584,36,14140
2017,North Dakota,ND,BIA,9,1045,554,1323
2017,North Dakota,ND,BLM,0,0,0,0
2017,North Dakota,ND,FWS,39,14366,20,1989
2017,North Dakota,ND,NPS,5,539,8,39
2017,North Dakota,ND,OTHR,0,0,0,0
2017,North Dakota,ND,ST,0,0,485,11389
2017,North Dakota,ND,USFS,4,2322,19,5101
2017,Nebraska,NE,BIA,6,2223,4,1145
2017,Nebraska,NE,FWS,14,6035,2,132
2017,Nebraska,NE,NPS,0,0,1,1
2017,Nebraska,NE,OTHR,0,0,1,2
2017,Nebraska,NE,ST,2,2914,14,933
2017,Nebraska,NE,USFS,10,7471,27,947
2017,New Hampshire,NH,DOD,3,18,0,0
2017,New Hampshire,NH,FWS,0,0,0,0
2017,New Hampshire,NH,NPS,0,0,0,0
2017,New Hampshire,NH,OTHR,0,0,0,0
2017,New Hampshire,NH,ST,0,0,32,83
2017,New Hampshire,NH,USFS,7,102,4,40
2017,New Jersey,NJ,DOD,11,2500,0,0
2017,New Jersey,NJ,FWS,1,203,1,0
2017,New Jersey,NJ,NPS,0,0,0,0
2017,New Jersey,NJ,ST,0,0,734,5144
2017,New Mexico,NM,BIA,11,1816,124,377
2017,New Mexico,NM,BLM,21,45162,77,533
2017,New Mexico,NM,DOD,0,0,1,1
2017,New Mexico,NM,FWS,3,4899,9,10
2017,New Mexico,NM,NPS,4,1401,12,186
2017,New Mexico,NM,OTHR,0,0,0,0
2017,New Mexico,NM,ST,3,5875,308,41372
2017,New Mexico,NM,USFS,37,32501,282,99184
2017,Nevada,NV,BIA,0,0,0,0
2017,Nevada,NV,BLM,7,230,507,977264
2017,Nevada,NV,C&L,0,0,65,54854
2017,Nevada,NV,DOD,0,0,3,10015
2017,Nevada,NV,FWS,4,510,4,0
2017,Nevada,NV,NPS,4,4292,19,5
2017,Nevada,NV,OTHR,0,0,4,293
2017,Nevada,NV,ST,0,0,85,279599
2017,Nevada,NV,USFS,12,166,81,7259
2017,New York,NY,DOD,0,0,0,0
2017,New York,NY,FWS,0,0,2,0
2017,New York,NY,NPS,0,0,0,0
2017,New York,NY,OTHR,0,0,0,0
2017,New York,NY,ST,29,564,55,191
2017,Ohio,OH,FWS,0,0,0,0
2017,Ohio,OH,NPS,0,0,0,0
2017,Ohio,OH,OTHR,0,0,0,0
2017,Ohio,OH,ST,61,676,9,656
2017,Ohio,OH,USFS,9,1632,59,77
2017,Oklahoma,OK,BIA,6,448,403,51379
2017,Oklahoma,OK,FWS,0,0,1,90
2017,Oklahoma,OK,NPS,0,0,1,1
2017,Oklahoma,OK,OTHR,0,0,331,7585
2017,Oklahoma,OK,ST,15,5738,1170,443570
2017,Oregon,OR,BIA,2,183,7,55514
2017,Oregon,OR,BLM,49,9957,236,148309
2017,Oregon,OR,C&L,0,0,0,0
2017,Oregon,OR,FWS,11,5425,6,644
2017,Oregon,OR,NPS,1,38,9,15831
2017,Oregon,OR,OTHR,0,0,0,0
2017,Oregon,OR,ST,2,12,667,4551
2017,Oregon,OR,USFS,206,32462,1124,489671
2017,Pennsylvania,PA,FWS,0,0,0,0
2017,Pennsylvania,PA,NPS,0,0,0,0
2017,Pennsylvania,PA,OTHR,32,386,0,0
2017,Pennsylvania,PA,ST,185,17925,533,1650
2017,Pennsylvania,PA,USFS,5,300,4,2
2017,Puerto Rico,PR,FWS,0,0,41,70
2017,Puerto Rico,PR,OTHR,0,0,0,0
2017,Puerto Rico,PR,ST,2,20,75,3335
2017,Puerto Rico,PR,USFS,0,0,0,0
2017,Rhode Island,RI,FWS,1,13,0,0
2017,Rhode Island,RI,NPS,0,0,0,0
2017,Rhode Island,RI,OTHR,0,0,31,30
2017,Rhode Island,RI,ST,0,0,31,30
2017,South Carolina,SC,DOD,42,8452,2,514
2017,South Carolina,SC,FWS,19,5202,9,72
2017,South Carolina,SC,NPS,0,0,0,0
2017,South Carolina,SC,OTHR,8694,249924,1031,6399
2017,South Carolina,SC,ST,2,3,8,19
2017,South Carolina,SC,USFS,138,78485,42,4037
2017,South Dakota,SD,BIA,18,813,587,9315
2017,South Dakota,SD,BLM,10,729,4,339
2017,South Dakota,SD,C&L,0,0,10,184
2017,South Dakota,SD,FWS,77,15243,1,83
2017,South Dakota,SD,NPS,2,78,4,2137
2017,South Dakota,SD,ST,67,3449,713,65108
2017,South Dakota,SD,USFS,30,35689,101,220
2017,Tennessee,TN,NPS,0,100,0,0
2017,Tennessee,TN,OTHR,6,575,589,6917
2017,Tennessee,TN,ST,20,2000,0,0
2017,Tennessee,TN,USFS,9,4105,4,32
2017,Texas,TX,BLM,0,0,1,300
2017,Texas,TX,C&L,0,0,8880,108131
2017,Texas,TX,DOD,0,0,0,0
2017,Texas,TX,FWS,23,26438,39,14756
2017,Texas,TX,NPS,2,840,11,1549
2017,Texas,TX,OTHR,76,21521,0,0
2017,Texas,TX,ST,0,0,849,609700
2017,Texas,TX,USFS,104,141652,47,246
2017,Utah,UT,BIA,0,0,31,182
2017,Utah,UT,BLM,13,972,291,87595
2017,Utah,UT,DOD,0,0,10,24821
2017,Utah,UT,FWS,3,806,0,0
2017,Utah,UT,NPS,5,35,9,31
2017,Utah,UT,OTHR,20,147,0,0
2017,Utah,UT,ST,27,635,649,60367
2017,Utah,UT,USFS,44,15922,176,76833
2017,Virginia,VA,BLM,0,0,528,6668
2017,Virginia,VA,FWS,0,0,0,0
2017,Virginia,VA,NPS,0,0,7,33
2017,Virginia,VA,OTHR,0,0,1,4
2017,Virginia,VA,ST,408,6507,966,13344
2017,Virginia,VA,USFS,16,7731,20,145
2017,Vermont,VT,FWS,0,0,0,0
2017,Vermont,VT,NPS,0,0,0,0
2017,Vermont,VT,OTHR,0,0,0,0
2017,Vermont,VT,ST,0,0,51,49
2017,Vermont,VT,USFS,10,98,4,1
2017,Washington,WA,BIA,11,3061,188,9419
2017,Washington,WA,BLM,0,0,21,76675
2017,Washington,WA,C&L,0,0,0,0
2017,Washington,WA,FWS,5,306,33,20310
2017,Washington,WA,NPS,1,1,17,5
2017,Washington,WA,OTHR,0,0,0,0
2017,Washington,WA,ST,1,7,866,35915
2017,Washington,WA,USFS,26,1841,221,261899
2017,Wisconsin,WI,BIA,6,811,3,13
2017,Wisconsin,WI,FWS,32,4201,1,7
2017,Wisconsin,WI,NPS,2,440,0,0
2017,Wisconsin,WI,OTHR,0,0,0,0
2017,Wisconsin,WI,ST,337,25674,681,635
2017,Wisconsin,WI,USFS,14,619,11,6
2017,West Virginia,WV,NPS,4,55,1,1
2017,West Virginia,WV,OTHR,0,0,0,0
2017,West Virginia,WV,ST,0,0,515,6663
2017,West Virginia,WV,USFS,3,3039,4,202
2017,Wyoming,WY,BIA,0,0,105,372
2017,Wyoming,WY,BLM,15,1518,115,20041
2017,Wyoming,WY,C&L,0,0,262,57547
2017,Wyoming,WY,FWS,0,0,2,1
2017,Wyoming,WY,NPS,5,233,7,0
2017,Wyoming,WY,ST,2,4,39,4299
2017,Wyoming,WY,USFS,12,1145,67,7854
2016,Alaska,AK,BIA,0,0,0,0
2016,Alaska,AK,BLM,0,0,182,391262
2016,Alaska,AK,DOD,9,33355,0,0
2016,Alaska,AK,FWS,2,62,0,0
2016,Alaska,AK,NPS,0,0,0,0
2016,Alaska,AK,OTHR,0,0,0,0
2016,Alaska,AK,ST,2,22,375,105200
2016,Alaska,AK,USFS,2,138,15,5
2016,Alabama,AL,FWS,0,0,0,0
2016,Alabama,AL,NPS,1,350,1,320
2016,Alabama,AL,OTHR,0,0,94,470
2016,Alabama,AL,ST,0,0,3749,50250
2016,Alabama,AL,USFS,158,113819,79,7990
2016,Arkansas,AR,FWS,4,580,0,0
2016,Arkansas,AR,NPS,32,17331,32,2011
2016,Arkansas,AR,OTHR,1020,73158,1248,19045
2016,Arkansas,AR,ST,0,0,118,674
2016,Arkansas,AR,USFS,214,192200,115,11641
2016,Arizona,AZ,BIA,32,22620,704,81178
2016,Arizona,AZ,BLM,14,2226,179,12002
2016,Arizona,AZ,DOD,4,3363,0,0
2016,Arizona,AZ,FWS,1,25,4,6263
2016,Arizona,AZ,NPS,2,64,43,14597
2016,Arizona,AZ,OTHR,0,0,0,0
2016,Arizona,AZ,ST,3,20,546,32580
2016,Arizona,AZ,USFS,161,73727,812,161625
2016,California,CA,BIA,9,113,126,6116
2016,California,CA,BLM,8,407,109,30285
2016,California,CA,C&L,0,0,3,28
2016,California,CA,DOD,5,1788,0,0
2016,California,CA,FWS,22,5975,12,406
2016,California,CA,NPS,24,4097,79,1152
2016,California,CA,OTHR,0,0,143,6456
2016,California,CA,ST,0,0,5988,159421
2016,California,CA,USFS,433,34573,889,356951
2016,Colorado,CO,BIA,6,4832,92,269
2016,Colorado,CO,BLM,19,2375,331,17549
2016,Colorado,CO,C&L,38,446,397,48545
2016,Colorado,CO,DOD,4,312,10,15774
2016,Colorado,CO,FWS,7,1897,4,134
2016,Colorado,CO,NPS,8,235,23,899
2016,Colorado,CO,OTHR,9,223,2,361
2016,Colorado,CO,ST,0,0,0,0
2016,Colorado,CO,USFS,89,20287,331,45964
2016,Connecticut,CT,FWS,0,0,0,0
2016,Connecticut,CT,NPS,0,0,0,0
2016,Connecticut,CT,OTHR,0,0,0,0
2016,Connecticut,CT,ST,3,152,268,778
2016,Delaware,DE,OTHR,0,0,0,0
2016,Delaware,DE,ST,0,0,0,0
2016,Florida,FL,BIA,11,3269,2,0
2016,Florida,FL,DOD,52,58340,52,12306
2016,Florida,FL,FWS,55,90031,5,198
2016,Florida,FL,NPS,19,31712,27,15668
2016,Florida,FL,OTHR,0,0,2,4
2016,Florida,FL,ST,0,0,2832,40195
2016,Florida,FL,USFS,125,101590,147,6045
2016,Georgia,GA,DOD,41,120899,6,16008
2016,Georgia,GA,FWS,28,15014,2,66
2016,Georgia,GA,NPS,3,187,6,37
2016,Georgia,GA,OTHR,64,950,62,1711
2016,Georgia,GA,ST,64158,1334257,4984,28503
2016,Georgia,GA,USFS,53,36485,26,5794
2016,Hawaii,HI,C&L,0,0,8,15098
2016,Hawaii,HI,FWS,0,0,0,0
2016,Hawaii,HI,NPS,0,0,2,0
2016,Hawaii,HI,ST,0,0,0,0
2016,Iowa,IA,BIA,0,0,0,0
2016,Iowa,IA,FWS,63,7622,5,35
2016,Iowa,IA,NPS,0,0,0,0
2016,Iowa,IA,OTHR,0,0,0,0
2016,Iowa,IA,ST,342,20326,460,21336
2016,Idaho,ID,BIA,12,651,19,12435
2016,Idaho,ID,BLM,28,5416,142,74955
2016,Idaho,ID,C&L,0,0,58,36143
2016,Idaho,ID,DOD,0,0,1,0
2016,Idaho,ID,FWS,4,1840,0,0
2016,Idaho,ID,NPS,0,0,0,0
2016,Idaho,ID,OTHR,6,801,0,0
2016,Idaho,ID,ST,66,4721,172,10715
2016,Idaho,ID,USFS,155,28255,238,227401
2016,Illinois,IL,FWS,5,774,1,0
2016,Illinois,IL,OTHR,0,0,0,0
2016,Illinois,IL,ST,126,11793,1,5
2016,Illinois,IL,USFS,41,11168,10,128
2016,Indiana,IN,DOD,0,0,0,0
2016,Indiana,IN,FWS,20,6360,2,100
2016,Indiana,IN,NPS,20,1403,8,390
2016,Indiana,IN,OTHR,0,0,0,0
2016,Indiana,IN,ST,6,1737,6,62
2016,Indiana,IN,USFS,15,1843,11,68
2016,Kansas,KS,BIA,1,0,22,645
2016,Kansas,KS,C&L,0,0,49,348731
2016,Kansas,KS,DOD,0,0,0,0
2016,Kansas,KS,FWS,23,5623,2,83
2016,Kansas,KS,NPS,14,6964,0,76
2016,Kansas,KS,ST,0,0,0,0
2016,Kansas,KS,USFS,0,0,2,294
2016,Kentucky,KY,NPS,2,498,0,0
2016,Kentucky,KY,OTHR,0,0,0,0
2016,Kentucky,KY,ST,0,0,1167,72335
2016,Kentucky,KY,USFS,16,12747,53,1529
2016,Louisiana,LA,FWS,19,27997,2,2
2016,Louisiana,LA,NPS,0,0,0,0
2016,Louisiana,LA,OTHR,0,0,9,132
2016,Louisiana,LA,ST,0,0,440,5909
2016,Louisiana,LA,USFS,88,124480,57,1756
2016,Massachusetts,MA,DOD,4,238,0,0
2016,Massachusetts,MA,FWS,1,23,0,0
2016,Massachusetts,MA,NPS,0,0,0,0
2016,Massachusetts,MA,OTHR,0,0,0,0
2016,Massachusetts,MA,ST,25,637,1526,1381
2016,Maryland,MD,DOD,0,0,0,0
2016,Maryland,MD,FWS,0,0,0,0
2016,Maryland,MD,NPS,0,0,0,0
2016,Maryland,MD,OTHR,0,0,0,0
2016,Maryland,MD,ST,41,1120,120,242
2016,Maine,ME,BIA,0,0,0,0
2016,Maine,ME,FWS,2,34,3,19
2016,Maine,ME,NPS,1,75,17,7
2016,Maine,ME,OTHR,0,0,0,0
2016,Maine,ME,ST,18,129,776,920
2016,Michigan,MI,BIA,6,168,1,127
2016,Michigan,MI,FWS,0,0,1,1
2016,Michigan,MI,NPS,0,0,0,0
2016,Michigan,MI,OTHR,0,0,0,0
2016,Michigan,MI,ST,75,8169,262,3236
2016,Michigan,MI,USFS,59,7074,125,302
2016,Minnesota,MN,BIA,65,43900,516,2068
2016,Minnesota,MN,FWS,156,26638,15,933
2016,Minnesota,MN,NPS,1,71,3,1
2016,Minnesota,MN,ST,222,28871,819,7247
2016,Minnesota,MN,USFS,114,5848,69,2019
2016,Missouri,MO,FWS,14,3287,0,0
2016,Missouri,MO,NPS,10,5196,7,529
2016,Missouri,MO,OTHR,0,0,0,0
2016,Missouri,MO,ST,191,6371,2456,25833
2016,Missouri,MO,USFS,29,27731,147,5772
2016,Mississippi,MS,FWS,38,10220,9,158
2016,Mississippi,MS,NPS,2,250,4,5
2016,Mississippi,MS,ST,0,0,0,0
2016,Mississippi,MS,USFS,113,113056,81,7965
2016,Montana,MT,BIA,7,5012,400,12597
2016,Montana,MT,BLM,27,6389,95,4743
2016,Montana,MT,C&L,0,0,895,52412
2016,Montana,MT,FWS,7,2148,5,580
2016,Montana,MT,NPS,10,368,5,757
2016,Montana,MT,OTHR,0,0,0,0
2016,Montana,MT,ST,53,2318,238,2310
2016,Montana,MT,USFS,290,16269,388,41195
2016,North Carolina,NC,BIA,0,0,52,1218
2016,North Carolina,NC,DOD,531,55682,0,0
2016,North Carolina,NC,FWS,1,435,0,0
2016,North Carolina,NC,NPS,3,468,5,63
2016,North Carolina,NC,OTHR,508,38074,29,3956
2016,North Carolina,NC,ST,307,41947,3829,20765
2016,North Carolina,NC,USFS,56,32878,92,62107
2016,North Dakota,ND,BIA,16,665,542,2908
2016,North Dakota,ND,BLM,0,0,1,91
2016,North Dakota,ND,FWS,52,12185,5,1430
2016,North Dakota,ND,NPS,3,588,1,2
2016,North Dakota,ND,OTHR,0,33,0,0
2016,North Dakota,ND,ST,0,0,1,20
2016,North Dakota,ND,USFS,5,2034,13,206
2016,Nebraska,NE,BIA,3,2822,6,102
2016,Nebraska,NE,FWS,12,6459,2,314
2016,Nebraska,NE,NPS,4,1214,0,0
2016,Nebraska,NE,OTHR,0,0,0,0
2016,Nebraska,NE,ST,0,0,9,576
2016,Nebraska,NE,USFS,9,2015,28,23506
2016,New Hampshire,NH,DOD,8,35,0,0
2016,New Hampshire,NH,FWS,3,31,0,0
2016,New Hampshire,NH,NPS,0,0,0,0
2016,New Hampshire,NH,OTHR,0,0,0,0
2016,New Hampshire,NH,ST,2,5,132,548
2016,New Hampshire,NH,USFS,8,34,16,332
2016,New Jersey,NJ,DOD,0,0,0,0
2016,New Jersey,NJ,NPS,0,0,0,0
2016,New Jersey,NJ,OTHR,0,0,0,0
2016,New Jersey,NJ,ST,235,17719,1050,4445
2016,New Mexico,NM,BIA,7,1565,204,1718
2016,New Mexico,NM,BLM,19,24717,120,8051
2016,New Mexico,NM,DOD,0,0,0,0
2016,New Mexico,NM,FWS,2,67,7,713
2016,New Mexico,NM,NPS,5,1993,13,310
2016,New Mexico,NM,OTHR,0,0,0,0
2016,New Mexico,NM,ST,2,42,520,100947
2016,New Mexico,NM,USFS,38,23808,376,100686
2016,Nevada,NV,BIA,1,15,0,0
2016,Nevada,NV,BLM,7,492,301,212051
2016,Nevada,NV,C&L,0,0,26,4131
2016,Nevada,NV,FWS,4,2858,7,3
2016,Nevada,NV,NPS,5,2495,14,4658
2016,Nevada,NV,OTHR,0,0,0,0
2016,Nevada,NV,ST,7,520,43,43523
2016,Nevada,NV,USFS,3,315,76,790
2016,New York,NY,DOD,0,0,0,0
2016,New York,NY,FWS,0,0,2,1
2016,New York,NY,NPS,1,75,10,44
2016,New York,NY,OTHR,0,0,0,0
2016,New York,NY,ST,13,352,184,4191
2016,Ohio,OH,FWS,0,0,0,0
2016,Ohio,OH,NPS,0,0,0,0
2016,Ohio,OH,OTHR,0,0,0,0
2016,Ohio,OH,ST,217,4383,373,1055
2016,Ohio,OH,USFS,1,269,37,61
2016,Oklahoma,OK,BIA,15,1607,443,136966
2016,Oklahoma,OK,FWS,1,20,1,0
2016,Oklahoma,OK,NPS,0,0,0,0
2016,Oklahoma,OK,OTHR,0,0,356,54730
2016,Oklahoma,OK,ST,36,5326,1138,576084
2016,Oregon,OR,BIA,6,8220,65,5872
2016,Oregon,OR,BLM,151,15575,214,162365
2016,Oregon,OR,C&L,0,0,0,0
2016,Oregon,OR,FWS,11,896,2,8
2016,Oregon,OR,NPS,1,12,7,1072
2016,Oregon,OR,OTHR,0,0,5,1
2016,Oregon,OR,ST,9,1128,391,4528
2016,Oregon,OR,USFS,404,58611,561,45663
2016,Pennsylvania,PA,FWS,0,0,0,0
2016,Pennsylvania,PA,NPS,8,371,14,47
2016,Pennsylvania,PA,OTHR,0,0,0,0
2016,Pennsylvania,PA,ST,224,14620,853,12159
2016,Pennsylvania,PA,USFS,3,120,4,39
2016,Puerto Rico,PR,FWS,0,0,7,19
2016,Puerto Rico,PR,OTHR,0,0,7,69
2016,Puerto Rico,PR,ST,0,0,99,398
2016,Puerto Rico,PR,USFS,0,0,0,0
2016,Rhode Island,RI,FWS,4,40,0,0
2016,Rhode Island,RI,NPS,0,0,0,0
2016,Rhode Island,RI,OTHR,0,0,0,0
2016,Rhode Island,RI,ST,2,1,79,57
2016,South Carolina,SC,DOD,44,8733,4,17
2016,South Carolina,SC,FWS,32,11967,0,0
2016,South Carolina,SC,NPS,2,975,0,0
2016,South Carolina,SC,OTHR,8400,272188,929,2996
2016,South Carolina,SC,ST,965,27315,12,55
2016,South Carolina,SC,USFS,123,90677,37,736
2016,South Dakota,SD,BIA,19,1368,518,24917
2016,South Dakota,SD,BLM,18,1508,5,2106
2016,South Dakota,SD,C&L,0,0,2,2
2016,South Dakota,SD,FWS,28,10126,0,0
2016,South Dakota,SD,NPS,4,108,1,316
2016,South Dakota,SD,ST,35,3871,567,50216
2016,South Dakota,SD,USFS,38,31260,123,4004
2016,Tennessee,TN,NPS,4,1557,33,19898
2016,Tennessee,TN,OTHR,0,0,1374,43877
2016,Tennessee,TN,ST,49,5030,701,16610
2016,Tennessee,TN,USFS,0,0,57,7653
2016,Texas,TX,BLM,0,0,4,46587
2016,Texas,TX,C&L,1,2882,8448,137018
2016,Texas,TX,DOD,0,0,0,0
2016,Texas,TX,FWS,19,6360,34,1113
2016,Texas,TX,NPS,5,710,18,17434
2016,Texas,TX,OTHR,0,0,0,0
2016,Texas,TX,ST,0,0,729,152759
2016,Texas,TX,USFS,64,88985,67,1769
2016,Utah,UT,BIA,1,25,29,29
2016,Utah,UT,BLM,11,3106,268,16128
2016,Utah,UT,DOD,0,0,3,827
2016,Utah,UT,FWS,3,926,1,0
2016,Utah,UT,NPS,4,62,16,39
2016,Utah,UT,OTHR,12,585,0,0
2016,Utah,UT,ST,26,193,495,45336
2016,Utah,UT,USFS,44,17042,266,38737
2016,Virginia,VA,BLM,0,0,1,1
2016,Virginia,VA,FWS,0,0,0,0
2016,Virginia,VA,NPS,5,189,6,10829
2016,Virginia,VA,OTHR,2,730,0,0
2016,Virginia,VA,ST,191,4446,540,15789
2016,Virginia,VA,USFS,6,785,33,14822
2016,Vermont,VT,FWS,0,0,0,0
2016,Vermont,VT,NPS,0,0,0,0
2016,Vermont,VT,OTHR,0,0,0,0
2016,Vermont,VT,ST,4,62,141,383
2016,Vermont,VT,USFS,7,703,9,3
2016,Washington,WA,BIA,8,1334,239,35261
2016,Washington,WA,BLM,2,161,32,190685
2016,Washington,WA,C&L,0,0,0,0
2016,Washington,WA,FWS,9,263,30,2770
2016,Washington,WA,NPS,1,17,19,3970
2016,Washington,WA,OTHR,0,0,0,0
2016,Washington,WA,ST,0,0,830,58308
2016,Washington,WA,USFS,66,7645,122,2723
2016,Wisconsin,WI,BIA,16,1546,2,14
2016,Wisconsin,WI,FWS,105,7986,4,25
2016,Wisconsin,WI,NPS,2,80,0,0
2016,Wisconsin,WI,OTHR,0,0,0,0
2016,Wisconsin,WI,ST,0,0,686,604
2016,Wisconsin,WI,USFS,13,3720,21,52
2016,West Virginia,WV,NPS,1,27,6,43
2016,West Virginia,WV,OTHR,0,0,0,0
2016,West Virginia,WV,ST,0,0,0,0
2016,West Virginia,WV,USFS,5,815,12,400
2016,Wyoming,WY,BIA,0,0,74,722
2016,Wyoming,WY,BLM,10,2062,121,14960
2016,Wyoming,WY,C&L,1,0,303,55562
2016,Wyoming,WY,FWS,0,0,0,0
2016,Wyoming,WY,NPS,7,139,43,82727
2016,Wyoming,WY,OTHR,0,0,8,21
2016,Wyoming,WY,ST,0,0,31,4912
2016,Wyoming,WY,USFS,13,1271,131,59173
2015,Alaska,AK,BIA,0,0,0,0
2015,Alaska,AK,BLM,0,0,262,4065114
2015,Alaska,AK,DOD,6,4919,0,0
2015,Alaska,AK,FWS,0,0,0,0
2015,Alaska,AK,NPS,0,0,0,0
2015,Alaska,AK,OTHR,1,34,0,0
2015,Alaska,AK,ST,0,0,480,1045515
2015,Alaska,AK,USFS,0,0,26,775
2015,Alabama,AL,FWS,1,240,1,18
2015,Alabama,AL,NPS,0,0,0,0
2015,Alabama,AL,OTHR,0,0,1543,22081
2015,Alabama,AL,ST,0,0,1630,22607
2015,Alabama,AL,USFS,106,82542,24,2674
2015,Arkansas,AR,FWS,0,0,0,0
2015,Arkansas,AR,NPS,1,250,0,0
2015,Arkansas,AR,OTHR,0,0,1178,14659
2015,Arkansas,AR,ST,0,0,582,9623
2015,Arkansas,AR,USFS,137,92028,77,2348
2015,Arizona,AZ,BIA,23,7084,369,56361
2015,Arizona,AZ,BLM,16,3976,147,2675
2015,Arizona,AZ,DOD,0,0,0,0
2015,Arizona,AZ,FWS,3,81,6,62
2015,Arizona,AZ,NPS,7,485,30,3745
2015,Arizona,AZ,OTHR,0,0,0,0
2015,Arizona,AZ,ST,0,0,404,4671
2015,Arizona,AZ,USFS,175,85347,706,92638
2015,California,CA,BIA,2,28,178,360
2015,California,CA,BLM,4,803,97,18058
2015,California,CA,C&L,1,30,4,15
2015,California,CA,DOD,0,0,115,11394
2015,California,CA,FWS,33,8462,18,23
2015,California,CA,NPS,24,1208,126,9834
2015,California,CA,OTHR,0,0,1,15
2015,California,CA,ST,0,0,6550,316217
2015,California,CA,USFS,553,36298,1656,537446
2015,Colorado,CO,BIA,2,41,29,386
2015,Colorado,CO,BLM,38,3821,236,2760
2015,Colorado,CO,C&L,66,1348,237,15999
2015,Colorado,CO,DOD,8,2844,3,1326
2015,Colorado,CO,FWS,13,2387,5,121
2015,Colorado,CO,NPS,9,154,18,439
2015,Colorado,CO,OTHR,0,0,1,1
2015,Colorado,CO,ST,5,7,0,0
2015,Colorado,CO,USFS,126,15576,180,1570
2015,Connecticut,CT,FWS,0,0,0,0
2015,Connecticut,CT,NPS,0,0,0,0
2015,Connecticut,CT,OTHR,0,0,0,0
2015,Connecticut,CT,ST,4,25,76,159
2015,Delaware,DE,OTHR,0,0,0,0
2015,Delaware,DE,ST,0,0,0,0
2015,Florida,FL,BIA,66,14554,1,1
2015,Florida,FL,DOD,97,99804,31,1001
2015,Florida,FL,FWS,54,55071,4,1905
2015,Florida,FL,NPS,9,13351,13,253
2015,Florida,FL,OTHR,0,0,0,0
2015,Florida,FL,ST,0,0,2321,68308
2015,Florida,FL,USFS,129,118966,52,1964
2015,Georgia,GA,DOD,114,77579,0,0
2015,Georgia,GA,FWS,27,11349,2,16
2015,Georgia,GA,NPS,0,0,0,0
2015,Georgia,GA,OTHR,20430,862093,0,0
2015,Georgia,GA,ST,0,0,2311,10324
2015,Georgia,GA,USFS,41,35025,18,216
2015,Hawaii,HI,C&L,0,0,16,5181
2015,Hawaii,HI,FWS,0,0,1,345
2015,Hawaii,HI,NPS,0,0,0,0
2015,Hawaii,HI,ST,0,0,0,85
2015,Iowa,IA,BIA,0,0,22,232
2015,Iowa,IA,FWS,72,8701,8,270
2015,Iowa,IA,NPS,0,0,0,0
2015,Iowa,IA,OTHR,0,0,0,0
2015,Iowa,IA,ST,359,21018,503,14443
2015,Idaho,ID,BIA,12,668,33,26
2015,Idaho,ID,BLM,29,2799,148,322794
2015,Idaho,ID,C&L,0,0,58,656
2015,Idaho,ID,DOD,1,127,1,4
2015,Idaho,ID,FWS,1,45,1,3
2015,Idaho,ID,NPS,0,0,0,0
2015,Idaho,ID,OTHR,5,35,0,0
2015,Idaho,ID,ST,116,4924,354,103039
2015,Idaho,ID,USFS,138,17670,729,377572
2015,Illinois,IL,FWS,9,1005,0,0
2015,Illinois,IL,OTHR,0,0,0,0
2015,Illinois,IL,ST,118,11988,4,753
2015,Illinois,IL,USFS,32,10566,14,53
2015,Indiana,IN,DOD,0,0,0,0
2015,Indiana,IN,FWS,20,7163,1,280
2015,Indiana,IN,NPS,10,1208,7,532
2015,Indiana,IN,OTHR,0,0,0,0
2015,Indiana,IN,ST,19,959,2,22
2015,Indiana,IN,USFS,10,512,6,34
2015,Kansas,KS,BIA,8,570,26,758
2015,Kansas,KS,C&L,1,83,114,44273
2015,Kansas,KS,DOD,0,0,2,7313
2015,Kansas,KS,FWS,30,6622,9,171
2015,Kansas,KS,NPS,1,5,2,1420
2015,Kansas,KS,ST,1,1043,0,0
2015,Kansas,KS,USFS,1,0,1,1
2015,Kentucky,KY,NPS,1,105,0,0
2015,Kentucky,KY,OTHR,0,0,0,0
2015,Kentucky,KY,ST,0,0,735,18583
2015,Kentucky,KY,USFS,19,10057,39,624
2015,Louisiana,LA,FWS,26,23871,1,125
2015,Louisiana,LA,NPS,0,0,0,0
2015,Louisiana,LA,OTHR,0,0,0,0
2015,Louisiana,LA,ST,0,0,1101,13686
2015,Louisiana,LA,USFS,95,114253,70,7225
2015,Massachusetts,MA,DOD,0,0,0,0
2015,Massachusetts,MA,FWS,1,1,0,0
2015,Massachusetts,MA,NPS,27,73,2,1
