Year,State,State Code,Agency,Fires - Human/Rx,Acres - Human/Rx,Fires - Lightning/Wildland,Acres - Lightning/Wildland
2006,Vermont,VT,FWS,0,0,0,0
2006,Vermont,VT,NPS,0,0,0,0
2006,Vermont,VT,ST,4,53,125,232
2006,Vermont,VT,USFS,0,0,0,0
2006,Washington,WA,BIA,28,9916,148,2637
2006,Washington,WA,BLM,1,112,12,3704
2006,Washington,WA,CNTY,0,0,7,43100
2006,Washington,WA,FWS,48,4352,24,310
2006,Washington,WA,NPS,2,131,33,5557
2006,Washington,WA,OTHR,0,0,1,45
2006,Washington,WA,ST,0,0,1019,48647
2006,Washington,WA,USFS,125,20466,335,306060
2006,Wisconsin,WI,BIA,15,872,92,28
2006,Wisconsin,WI,FWS,99,7058,3,54
2006,Wisconsin,WI,NPS,0,0,0,0
2006,Wisconsin,WI,ST,608,19105,1539,2002
2006,Wisconsin,WI,USFS,16,3204,68,203
2006,West Virginia,WV,NPS,4,24,7,5
2006,West Virginia,WV,ST,0,0,1024,15468
2006,West Virginia,WV,USFS,4,165,7,7
2006,Wyoming,WY,BIA,1,300,75,3509
2006,Wyoming,WY,BLM,16,4842,175,20480
2006,Wyoming,WY,CNTY,1,0,283,121333
2006,Wyoming,WY,FWS,1,125,1,2
2006,Wyoming,WY,NPS,15,4568,22,302
2006,Wyoming,WY,PRI,0,0,0,0
2006,Wyoming,WY,ST,0,0,13,28379
2006,Wyoming,WY,USFS,30,24601,143,28296
2005,Alaska,AK,BIA,0,0,5,3407
2005,Alaska,AK,BLM,0,0,96,1774517
2005,Alaska,AK,DDQ,3,600,9,576
2005,Alaska,AK,FWS,2,27225,60,1724311
2005,Alaska,AK,NPS,13,140582,15,37850
2005,Alaska,AK,OTHR,0,0,233,257474
2005,Alaska,AK,ST,1,814,161,641677
2005,Alaska,AK,USFS,0,0,28,337
2005,Alabama,AL,FWS,2,649,1,1
2005,Alabama,AL,NPS,0,0,0,0
2005,Alabama,AL,ST,0,0,1663,24185
2005,Alabama,AL,USFS,91,74305,30,1270
2005,Arkansas,AR,FWS,0,0,0,0
2005,Arkansas,AR,NPS,15,5194,0,40
2005,Arkansas,AR,ST,0,0,1704,21829
2005,Arkansas,AR,USFS,176,130774,187,4448
2005,Arizona,AZ,BIA,11,22930,1537,35403
2005,Arizona,AZ,BLM,28,17232,351,372093
2005,Arizona,AZ,DDQ,0,0,0,0
2005,Arizona,AZ,FWS,0,0,39,35630
2005,Arizona,AZ,NPS,6,14476,31,255
2005,Arizona,AZ,PRI,0,0,8,76
2005,Arizona,AZ,ST,2,406,1020,112382
2005,Arizona,AZ,USFS,424,78994,1041,419617
2005,California,CA,BIA,19,1323,297,1535
2005,California,CA,BLM,33,1944,152,30885
2005,California,CA,DDQ,9,87,11,335
2005,California,CA,FWS,156,27113,28,206
2005,California,CA,NPS,93,25648,71,74320
2005,California,CA,ST,0,0,5333,75890
2005,California,CA,USFS,641,51549,1270,19583
2005,Colorado,CO,BIA,6,331,151,1923
2005,Colorado,CO,BLM,53,8691,413,2214
2005,Colorado,CO,CNTY,20,2234,439,6091
2005,Colorado,CO,DDQ,8,4173,4,78
2005,Colorado,CO,FWS,11,2052,3,0
2005,Colorado,CO,NPS,15,352,23,7
2005,Colorado,CO,ST,8,1009,13,104
2005,Colorado,CO,USFS,119,36546,318,16973
2005,Connecticut,CT,FWS,0,0,0,0
2005,Connecticut,CT,NPS,0,0,0,0
2005,Connecticut,CT,ST,10,130,316,263
2005,Delaware,DE,ST,12,225,16,231
2005,Florida,FL,BIA,0,0,1,606
2005,Florida,FL,DDQ,107,96861,1,800
2005,Florida,FL,FWS,47,19083,3,615
2005,Florida,FL,NPS,35,46550,24,1688
2005,Florida,FL,ST,0,0,2116,26061
2005,Florida,FL,USFS,165,135188,44,6152
2005,Georgia,GA,DDQ,96,88529,0,0
2005,Georgia,GA,FWS,34,16720,0,0
2005,Georgia,GA,NPS,0,0,0,0
2005,Georgia,GA,ST,0,0,5537,19177
2005,Georgia,GA,USFS,19,16194,36,86
2005,Hawaii,HI,CNTY,0,0,0,0
2005,Hawaii,HI,NPS,0,0,1,4
2005,Iowa,IA,BIA,5,7,5,7
2005,Iowa,IA,FWS,78,9341,8,1720
2005,Iowa,IA,NPS,5,63,0,0
2005,Iowa,IA,ST,49,1863,81,8839
2005,Idaho,ID,BIA,2,15,18,16963
2005,Idaho,ID,BLM,18,15584,207,251204
2005,Idaho,ID,CNTY,0,0,0,399
2005,Idaho,ID,DDQ,0,0,1,29453
2005,Idaho,ID,FWS,4,174,7,5
2005,Idaho,ID,NPS,0,0,1,2234
2005,Idaho,ID,OTHR,5,132,22,245
2005,Idaho,ID,PRI,0,0,276,34055
2005,Idaho,ID,ST,58,7168,101,24365
2005,Idaho,ID,USFS,242,133695,521,83468
2005,Illinois,IL,FWS,22,937,4,311
2005,Illinois,IL,USFS,14,2472,23,422
2005,Indiana,IN,FWS,11,7274,1,10
2005,Indiana,IN,NPS,9,930,36,360
2005,Indiana,IN,ST,46,2729,1096,2118
2005,Indiana,IN,USFS,4,929,18,80
2005,Kansas,KS,BIA,26,3696,29,2089
2005,Kansas,KS,CNTY,0,0,23,16167
2005,Kansas,KS,FWS,32,8312,17,1849
2005,Kansas,KS,NPS,6,10167,1,3
2005,Kansas,KS,ST,0,0,1,800
2005,Kansas,KS,USFS,7,3165,7,762
2005,Kentucky,KY,NPS,4,914,0,0
2005,Kentucky,KY,ST,0,0,1705,53516
2005,Kentucky,KY,USFS,34,20807,90,6489
2005,Louisiana,LA,FWS,24,27959,19,20926
2005,Louisiana,LA,NPS,0,0,0,0
2005,Louisiana,LA,ST,0,0,1748,23158
2005,Louisiana,LA,USFS,136,113464,47,3384
2005,Massachusetts,MA,FWS,0,0,0,0
2005,Massachusetts,MA,NPS,4,16,3,2
2005,Massachusetts,MA,ST,3,8,2170,2528
2005,Maryland,MD,FWS,43,4136,2,10
2005,Maryland,MD,NPS,1,15,1,3
2005,Maryland,MD,ST,15,321,441,4337
2005,Maine,ME,FWS,18,117,2,3
2005,Maine,ME,NPS,0,0,0,0
2005,Maine,ME,ST,27,280,505,819
2005,Michigan,MI,BIA,2,7,16,9
2005,Michigan,MI,FWS,1,6,0,0
2005,Michigan,MI,NPS,0,0,3,7
2005,Michigan,MI,ST,46,3645,536,4343
2005,Michigan,MI,USFS,50,2359,125,325
2005,Minnesota,MN,BIA,28,17372,495,7029
2005,Minnesota,MN,FWS,247,40584,46,141
2005,Minnesota,MN,NPS,1,100,5,1
2005,Minnesota,MN,ST,304,31594,1092,15389
2005,Minnesota,MN,USFS,66,16963,107,2384
2005,Missouri,MO,FWS,22,1387,1,1
2005,Missouri,MO,NPS,0,0,9,595
2005,Missouri,MO,ST,15,3631,41,12634
2005,Missouri,MO,USFS,32,18242,217,6391
2005,Mississippi,MS,FWS,23,8323,9,317
2005,Mississippi,MS,NPS,0,0,0,0
2005,Mississippi,MS,USFS,173,210682,118,5092
2005,Montana,MT,BIA,7,295,321,18515
2005,Montana,MT,BLM,39,5102,59,7607
2005,Montana,MT,FWS,16,2818,18,9093
2005,Montana,MT,NPS,6,106,2,0
2005,Montana,MT,OTHR,0,0,55,365
2005,Montana,MT,PRI,6,369,313,17732
2005,Montana,MT,ST,63,3216,95,3734
2005,Montana,MT,USFS,362,57644,453,46221
2005,North Carolina,NC,BIA,0,0,10,153
2005,North Carolina,NC,DDQ,188,81884,6,228
2005,North Carolina,NC,FWS,11,4257,12,204
2005,North Carolina,NC,NPS,0,0,1,30
2005,North Carolina,NC,ST,0,0,4087,15577
2005,North Carolina,NC,USFS,65,26344,65,609
2005,North Dakota,ND,BIA,6,2150,326,3164
2005,North Dakota,ND,BLM,0,0,0,0
2005,North Dakota,ND,FWS,99,22339,17,705
2005,North Dakota,ND,NPS,2,89,0,0
2005,North Dakota,ND,PRI,1,224,5,5550
2005,North Dakota,ND,ST,15,1227,3,722
2005,North Dakota,ND,USFS,17,4457,4,54
2005,Nebraska,NE,BIA,0,0,137,1326
2005,Nebraska,NE,FWS,33,5075,13,515
2005,Nebraska,NE,NPS,1,8,1,0
2005,Nebraska,NE,ST,0,0,0,0
2005,Nebraska,NE,USFS,5,2445,24,829
2005,New Hampshire,NH,FWS,0,0,0,0
2005,New Hampshire,NH,NPS,0,0,0,0
2005,New Hampshire,NH,ST,4,22,516,172
2005,New Hampshire,NH,USFS,13,118,1,0
2005,New Jersey,NJ,FWS,2,43,0,0
2005,New Jersey,NJ,NPS,0,0,0,0
2005,New Jersey,NJ,ST,135,10434,1214,1532
2005,New Mexico,NM,BIA,7,2680,129,537
2005,New Mexico,NM,BLM,43,37732,103,530
2005,New Mexico,NM,FWS,2,3210,2,12
2005,New Mexico,NM,NPS,3,128,17,7
2005,New Mexico,NM,OTHR,0,0,0,0
2005,New Mexico,NM,ST,1,5,477,61429
2005,New Mexico,NM,USFS,99,137297,554,4521
2005,Nevada,NV,BIA,0,0,9,3069
2005,Nevada,NV,BLM,23,6419,514,883272
2005,Nevada,NV,DDQ,0,0,2,21000
2005,Nevada,NV,FWS,13,3886,19,13312
2005,Nevada,NV,NPS,4,488,26,258
2005,Nevada,NV,OTHR,0,0,34,972
2005,Nevada,NV,ST,0,0,77,92161
2005,Nevada,NV,USFS,3,2928,117,18070
2005,New York,NY,FWS,3,84,0,0
2005,New York,NY,NPS,2,35,1,1
2005,New York,NY,ST,20,244,205,655
2005,Ohio,OH,FWS,0,0,0,0
2005,Ohio,OH,NPS,0,0,0,0
2005,Ohio,OH,ST,7,1105,492,1922
2005,Ohio,OH,USFS,6,782,73,998
2005,Oklahoma,OK,BIA,34,7180,298,56361
2005,Oklahoma,OK,FWS,0,0,0,0
2005,Oklahoma,OK,NPS,2,3500,2,37
2005,Oklahoma,OK,ST,9,6434,2145,90196
2005,Oregon,OR,BIA,9,3924,66,11200
2005,Oregon,OR,BLM,309,43389,238,42574
2005,Oregon,OR,CNTY,0,0,6,9110
2005,Oregon,OR,FWS,18,1476,10,419
2005,Oregon,OR,NPS,0,0,0,0
2005,Oregon,OR,PRI,0,0,15,5506
2005,Oregon,OR,ST,0,0,745,12343
2005,Oregon,OR,USFS,528,85026,740,74179
2005,Pennsylvania,PA,FWS,1,57,0,0
2005,Pennsylvania,PA,NPS,0,0,2,3
2005,Pennsylvania,PA,ST,2,100,288,1041
2005,Pennsylvania,PA,USFS,1,78,14,56
2005,Puerto Rico,PR,FWS,0,0,5,520
2005,Puerto Rico,PR,USFS,0,0,6,472
2005,Rhode Island,RI,FWS,1,2,0,0
2005,Rhode Island,RI,NPS,0,0,0,0
2005,Rhode Island,RI,ST,0,0,95,84
2005,South Carolina,SC,DDQ,31,9585,0,0
2005,South Carolina,SC,FWS,13,2713,1,65
2005,South Carolina,SC,NPS,5,1090,1,2
2005,South Carolina,SC,OTHR,0,0,0,0
2005,South Carolina,SC,ST,0,0,2512,14126
2005,South Carolina,SC,USFS,146,75577,53,243
2005,South Dakota,SD,BIA,16,1717,1007,7731
2005,South Dakota,SD,FWS,38,5582,4,29
2005,South Dakota,SD,NPS,5,1996,1,14
2005,South Dakota,SD,ST,11,297,103,924
2005,South Dakota,SD,USFS,57,5134,127,7228
2005,Tennessee,TN,NPS,7,1208,6,217
2005,Tennessee,TN,ST,0,0,1926,21400
2005,Tennessee,TN,USFS,20,21556,50,1240
2005,Texas,TX,BIA,0,0,0,0
2005,Texas,TX,FWS,26,28522,137,19780
2005,Texas,TX,NPS,8,12824,33,10267
2005,Texas,TX,ST,1,1500,2031,127477
2005,Texas,TX,USFS,112,99728,96,996
2005,Utah,UT,BIA,0,0,35,6236
2005,Utah,UT,BLM,15,3755,438,217823
2005,Utah,UT,DDQ,0,0,5,21179
2005,Utah,UT,FWS,2,1286,1,1
2005,Utah,UT,NPS,9,241,21,463
2005,Utah,UT,PRI,1,1,146,8337
2005,Utah,UT,ST,8,110,348,43491
2005,Utah,UT,USFS,85,22879,242,16402
2005,Virginia,VA,FWS,4,1140,0,0
2005,Virginia,VA,NPS,5,197,2,2
2005,Virginia,VA,ST,0,0,749,4946
2005,Virginia,VA,USFS,39,16067,27,389
2005,Vermont,VT,FWS,0,0,0,0
2005,Vermont,VT,NPS,0,0,0,0
2005,Vermont,VT,ST,1,15,243,573
2005,Vermont,VT,USFS,13,124,1,1
2005,Washington,WA,BIA,29,4530,110,17033
2005,Washington,WA,BLM,1,22,6,786
2005,Washington,WA,CNTY,0,0,7,67100
2005,Washington,WA,FWS,70,3020,19,11378
2005,Washington,WA,NPS,4,267,38,122
2005,Washington,WA,OTHR,0,0,1,1270
2005,Washington,WA,ST,1,1,625,59043
2005,Washington,WA,USFS,127,6869,192,29016
2005,Wisconsin,WI,BIA,14,362,79,69
2005,Wisconsin,WI,FWS,64,7235,9,140
2005,Wisconsin,WI,NPS,1,50,0,0
2005,Wisconsin,WI,ST,465,20586,1481,6070
2005,Wisconsin,WI,USFS,14,1025,59,32
2005,West Virginia,WV,NPS,1,1,0,0
2005,West Virginia,WV,ST,0,0,982,2720
2005,West Virginia,WV,USFS,3,86,13,42
2005,Wyoming,WY,BIA,1,162,29,368
2005,Wyoming,WY,BLM,38,18749,78,8216
2005,Wyoming,WY,CNTY,8,1526,134,8560
2005,Wyoming,WY,FWS,0,200,1,0
2005,Wyoming,WY,NPS,18,306,16,32
2005,Wyoming,WY,PRI,0,0,1,0
2005,Wyoming,WY,ST,0,0,9,12
2005,Wyoming,WY,USFS,32,6490,130,732
2004,Alaska,AK,BIA,0,0,6,7131
2004,Alaska,AK,BLM,1,33000,57,1198435
2004,Alaska,AK,DDQ,5,22901,18,18484
2004,Alaska,AK,FWS,0,0,82,2063237
2004,Alaska,AK,NPS,3,66917,21,29835
2004,Alaska,AK,OTHR,0,0,54,910921
2004,Alaska,AK,ST,0,0,425,2417919
2004,Alaska,AK,USFS,0,0,44,16
2004,Alabama,AL,FWS,3,1150,2,105
2004,Alabama,AL,NPS,0,0,0,0
2004,Alabama,AL,ST,0,0,2822,38979
2004,Alabama,AL,USFS,96,79534,29,949
2004,Arkansas,AR,FWS,8,2170,0,0
2004,Arkansas,AR,NPS,23,21416,7,20
2004,Arkansas,AR,ST,0,0,1125,19020
2004,Arkansas,AR,USFS,197,202509,97,2142
2004,Arizona,AZ,BIA,18,10906,641,5075
2004,Arizona,AZ,BLM,2,102,227,6423
2004,Arizona,AZ,DDQ,0,0,0,0
2004,Arizona,AZ,FWS,1,120,5,201
2004,Arizona,AZ,NPS,16,6060,57,487
2004,Arizona,AZ,OTHR,0,0,0,0
2004,Arizona,AZ,ST,0,0,395,5449
2004,Arizona,AZ,USFS,641,56493,1277,202265
2004,California,CA,BIA,17,467,189,864
2004,California,CA,BLM,30,2249,244,25213
2004,California,CA,FWS,51,22447,48,1990
2004,California,CA,NPS,66,12829,68,5577
2004,California,CA,ST,0,0,5984,158976
2004,California,CA,USFS,635,49535,1882,49437
2004,Colorado,CO,BIA,8,1495,153,1338
2004,Colorado,CO,BLM,63,12881,412,3805
2004,Colorado,CO,CNTY,7,708,322,12207
2004,Colorado,CO,DDQ,7,8447,3,0
2004,Colorado,CO,FWS,19,1649,3,1
2004,Colorado,CO,NPS,13,1097,36,23
2004,Colorado,CO,ST,6,2363,12,64
2004,Colorado,CO,USFS,129,28747,349,7558
2004,Connecticut,CT,FWS,0,0,0,0
2004,Connecticut,CT,ST,12,185,74,94
2004,Delaware,DE,ST,0,0,0,0
2004,Florida,FL,BIA,18,4995,15,67
2004,Florida,FL,DDQ,94,86711,1,2000
2004,Florida,FL,FWS,124,38400,8,9
2004,Florida,FL,NPS,68,92528,63,4776
2004,Florida,FL,ST,115,36153,3168,99524
2004,Florida,FL,USFS,117,112318,108,63413
2004,Georgia,GA,DDQ,26,30540,0,0
2004,Georgia,GA,FWS,51,21330,13,528
2004,Georgia,GA,NPS,0,0,3,36
2004,Georgia,GA,ST,0,0,6202,26336
2004,Georgia,GA,USFS,24,16591,39,600
2004,Hawaii,HI,NPS,0,0,1,656
2004,Iowa,IA,BIA,0,0,20,541
2004,Iowa,IA,FWS,80,7469,6,44
2004,Iowa,IA,NPS,6,258,0,0
2004,Iowa,IA,ST,0,0,0,0
2004,Idaho,ID,BIA,2,155,13,55
2004,Idaho,ID,BLM,14,14703,113,6450
2004,Idaho,ID,CNTY,0,0,42,756
2004,Idaho,ID,FWS,3,469,1,0
2004,Idaho,ID,NPS,0,0,0,0
2004,Idaho,ID,OTHR,18,70,4,31
2004,Idaho,ID,ST,141,8262,297,2000
2004,Idaho,ID,USFS,365,48398,628,4689
2004,Illinois,IL,FWS,9,318,6,39
2004,Illinois,IL,USFS,11,924,32,437
2004,Indiana,IN,FWS,19,10713,1,100
2004,Indiana,IN,NPS,6,626,18,25
2004,Indiana,IN,ST,40,4627,822,3001
2004,Indiana,IN,USFS,9,1555,38,225
2004,Kansas,KS,BIA,41,5016,15,281
2004,Kansas,KS,FWS,59,10275,16,280
2004,Kansas,KS,NPS,4,10140,0,0
2004,Kansas,KS,ST,0,0,8,8503
2004,Kansas,KS,USFS,7,1460,3,2
2004,Kentucky,KY,NPS,3,1917,1,1
2004,Kentucky,KY,ST,0,0,1468,26730
2004,Kentucky,KY,USFS,40,18954,62,1516
2004,Louisiana,LA,FWS,15,10679,23,13893
2004,Louisiana,LA,NPS,0,0,0,0
2004,Louisiana,LA,ST,0,0,1158,11262
2004,Louisiana,LA,USFS,156,134790,30,420
2004,Massachusetts,MA,FWS,1,2,1,10
2004,Massachusetts,MA,ST,22,493,1766,1524
2004,Maryland,MD,ST,51,1870,244,3147
2004,Maine,ME,FWS,17,129,1,0
2004,Maine,ME,ST,10,186,487,960
2004,Michigan,MI,FWS,19,3487,0,0
2004,Michigan,MI,NPS,2,1,6,14
2004,Michigan,MI,ST,111,4810,361,2028
2004,Michigan,MI,USFS,37,3170,107,712
2004,Minnesota,MN,BIA,20,14454,446,4532
2004,Minnesota,MN,FWS,213,27060,28,2098
2004,Minnesota,MN,NPS,5,1659,3,1
2004,Minnesota,MN,ST,263,33384,1430,36090
2004,Minnesota,MN,USFS,96,11869,128,160
2004,Missouri,MO,FWS,13,405,3,33
2004,Missouri,MO,NPS,9,3520,2,71
2004,Missouri,MO,ST,0,0,1895,28147
2004,Missouri,MO,USFS,40,20855,173,4291
2004,Mississippi,MS,FWS,36,8738,3,140
2004,Mississippi,MS,NPS,0,0,0,0
2004,Mississippi,MS,ST,0,0,66,1343
2004,Mississippi,MS,USFS,203,259613,71,1519
2004,Montana,MT,BIA,50,3598,448,3076
2004,Montana,MT,BLM,10,2872,63,1564
2004,Montana,MT,FWS,6,2885,8,708
2004,Montana,MT,NPS,11,20,5,1
2004,Montana,MT,OTHR,0,0,55,105
2004,Montana,MT,ST,57,2340,299,9249
2004,Montana,MT,USFS,678,34213,577,3743
2004,North Carolina,NC,BIA,0,0,16,303
2004,North Carolina,NC,DDQ,150,55217,32,3788
2004,North Carolina,NC,FWS,26,14538,9,390
2004,North Carolina,NC,NPS,0,0,1,0
2004,North Carolina,NC,ST,0,0,4078,14040
2004,North Carolina,NC,USFS,98,25735,99,1516
2004,North Dakota,ND,BIA,0,0,806,6720
2004,North Dakota,ND,BLM,0,0,0,0
2004,North Dakota,ND,FWS,118,19471,24,1116
2004,North Dakota,ND,NPS,4,1047,1,3
2004,North Dakota,ND,ST,20,2403,199,6865
2004,North Dakota,ND,USFS,10,3861,9,6654
2004,Nebraska,NE,BIA,0,0,0,0
2004,Nebraska,NE,FWS,54,8120,4,273
2004,Nebraska,NE,NPS,0,0,0,0
2004,Nebraska,NE,ST,0,0,0,0
2004,Nebraska,NE,USFS,5,1790,20,127
2004,New Hampshire,NH,FWS,0,0,0,0
2004,New Hampshire,NH,ST,3,20,466,149
2004,New Hampshire,NH,USFS,20,220,2,140
2004,New Jersey,NJ,ST,143,14654,880,549
2004,New Mexico,NM,BIA,13,1939,137,252
2004,New Mexico,NM,BLM,21,4896,92,213
2004,New Mexico,NM,FWS,6,12649,0,0
2004,New Mexico,NM,NPS,7,987,13,5
2004,New Mexico,NM,OTHR,0,0,4,6
2004,New Mexico,NM,ST,0,0,305,1612
2004,New Mexico,NM,USFS,96,71887,512,81150
2004,Nevada,NV,BIA,0,0,26,364
2004,Nevada,NV,BLM,25,2941,637,22435
2004,Nevada,NV,DDQ,0,0,0,0
2004,Nevada,NV,FWS,8,2143,14,2669
2004,Nevada,NV,NPS,5,414,19,79
2004,Nevada,NV,OTHR,0,0,2,2
2004,Nevada,NV,ST,0,0,105,7882
2004,Nevada,NV,USFS,6,1013,152,6363
2004,New York,NY,FWS,4,89,0,0
2004,New York,NY,ST,14,177,67,390
2004,Ohio,OH,FWS,0,0,0,0
2004,Ohio,OH,NPS,0,0,0,0
2004,Ohio,OH,ST,44,4714,413,3095
2004,Ohio,OH,USFS,0,0,17,31
2004,Oklahoma,OK,BIA,33,3508,115,16193
2004,Oklahoma,OK,FWS,8,792,12,469
2004,Oklahoma,OK,NPS,4,1340,3,6
2004,Oklahoma,OK,ST,3,6164,1486,42225
2004,Oregon,OR,BIA,29,11734,93,14063
2004,Oregon,OR,BLM,269,44561,315,3301
2004,Oregon,OR,CNTY,0,0,1,808
2004,Oregon,OR,FWS,32,1896,13,826
2004,Oregon,OR,NPS,0,0,13,135
2004,Oregon,OR,PRI,0,0,1,1
2004,Oregon,OR,ST,0,0,918,5945
2004,Oregon,OR,USFS,733,81891,912,4939
2004,Pennsylvania,PA,USFS,1,115,3,3
2004,Puerto Rico,PR,USFS,0,0,0,0
2004,Rhode Island,RI,FWS,1,3,0,0
2004,Rhode Island,RI,ST,0,0,70,81
2004,South Carolina,SC,DDQ,28,3351,17,84
2004,South Carolina,SC,FWS,17,9690,3,78
2004,South Carolina,SC,NPS,8,1861,1,1
2004,South Carolina,SC,OTHR,0,0,0,0
2004,South Carolina,SC,ST,0,0,3147,20758
2004,South Carolina,SC,USFS,126,62178,74,2663
2004,South Dakota,SD,BIA,3,659,146,1005
2004,South Dakota,SD,FWS,25,3447,9,212
2004,South Dakota,SD,NPS,5,2746,6,10
2004,South Dakota,SD,ST,2,2062,82,95
2004,South Dakota,SD,USFS,16,7987,122,143
2004,Tennessee,TN,NPS,3,520,6,232
2004,Tennessee,TN,ST,0,0,1466,14301
2004,Tennessee,TN,USFS,18,20437,53,547
2004,Texas,TX,BIA,0,0,0,0
2004,Texas,TX,FWS,4,4392,9,6311
2004,Texas,TX,NPS,3,6062,18,40
2004,Texas,TX,ST,2,2756,563,17751
2004,Texas,TX,USFS,93,106663,19,226
2004,Utah,UT,BIA,0,0,50,467
2004,Utah,UT,BLM,18,3254,640,34897
2004,Utah,UT,FWS,2,1980,1,1
2004,Utah,UT,NPS,5,4753,41,60
2004,Utah,UT,ST,25,2428,435,8052
2004,Utah,UT,USFS,63,20352,363,33177
2004,Virginia,VA,FWS,2,170,0,0
2004,Virginia,VA,NPS,5,207,1,0
2004,Virginia,VA,ST,0,0,905,5383
2004,Virginia,VA,USFS,37,13774,17,204
2004,Vermont,VT,FWS,1,24,0,0
2004,Vermont,VT,ST,2,25,80,242
2004,Vermont,VT,USFS,25,546,1,2
2004,Washington,WA,BIA,42,6821,275,8659
2004,Washington,WA,BLM,0,0,9,1723
2004,Washington,WA,CNTY,0,0,3,4621
2004,Washington,WA,FWS,39,3422,24,531
2004,Washington,WA,NPS,6,230,61,258
2004,Washington,WA,ST,4,1113,845,6981
2004,Washington,WA,USFS,144,22419,457,69844
2004,Wisconsin,WI,BIA,9,661,29,36
2004,Wisconsin,WI,FWS,56,5387,2,111
2004,Wisconsin,WI,ST,435,14558,1113,2226
2004,Wisconsin,WI,USFS,24,1210,20,12
2004,West Virginia,WV,ST,0,0,606,6005
2004,West Virginia,WV,USFS,6,150,2,2
2004,Wyoming,WY,BIA,0,0,23,270
2004,Wyoming,WY,BLM,26,12260,97,1335
2004,Wyoming,WY,CNTY,2,630,115,11261
2004,Wyoming,WY,FWS,0,0,0,0
2004,Wyoming,WY,NPS,10,58,15,0
2004,Wyoming,WY,ST,0,0,2,26
2004,Wyoming,WY,USFS,53,11378,80,129
